weekday;inscription;name;address
DOMINGO;10308;VILA FORMOSA DOMINGO;AV TRUMAIN, S/N,VL FORMOSA,SÃO PAULO
DOMINGO;10316;VILA CARRAO DOMINGO;RUA COMEN GIL PINHEIRO, 325,VL CALIFORNIA,SÃO PAULO
DOMINGO;10499;VILA RICA DOMINGO;RUA PROF ALZIRA DE O GILIOLI, 1817,VL RICA,SÃO PAULO
DOMINGO;10553;VILA SANTA IZABEL DOMINGO;RUA LUIS PINTO, S/N,VL CARRAO,SÃO PAULO
TERÇA-FEIRA;30414;SANTA GERTRUDES TERÇA-FEIRA;RUA SANTA GERTRUDES, 575,TATUAPE,SÃO PAULO
TERÇA-FEIRA;30600;PARQUE MARIA LUIZA TERÇA-FEIRA;AV PROF CARLOS CALIOLLI, 130,PQ MARIA LUIZA,SÃO PAULO
TERÇA-FEIRA;30740;VILA NOVA YORK TERÇA-FEIRA;RUA MAL MARQUES PORTO, S/N,VL NOVA YORK,SÃO PAULO
TERÇA-FEIRA;34029;TIUBA TERÇA-FEIRA;RUA TIUBA,VL MANCHESTER,SÃO PAULO
QUARTA-FEIRA;40401;VILA NOVA MANCHESTER QUARTA-FEIRA;RUA SAO VALENTIM, 81,VL CARRAO,SÃO PAULO
QUARTA-FEIRA;40410;VILA FORMOSA QUARTA-FEIRA;RUA MARAGOJIPE, S/N,VL FORMOSA,SÃO PAULO
QUARTA-FEIRA;40576;ALFERES FRAZAO QUARTA-FEIRA;RUA DIAMANTE PRETO, 35,ARICANDUVA,SÃO PAULO
QUARTA-FEIRA;40592;VILA ANTONIETA QUARTA-FEIRA;RUA PETROBRAS, S/N,VL ANTONIETA,SÃO PAULO
QUARTA-FEIRA;41092;JARDIM RECORD QUARTA-FEIRA;AV DOS PEQUIS, 20,JD VL FORMOSA,SÃO PAULO
QUINTA-FEIRA;50334;VILA CARRAO QUINTA-FEIRA;RUA DENTISTA BARRETO, 516,VL CARRAO,SÃO PAULO
QUINTA-FEIRA;50342;VILA SANTA IZABEL QUINTA-FEIRA;RUA PIRAMBOIA, 463,VL STA IZABEL,SÃO PAULO
QUINTA-FEIRA;51101;CHACARA BELENZINHO QUINTA-FEIRA;PC PADRE AGENOR CARDIM, S/N,CHAC BELENZINHO,SÃO PAULO
QUINTA-FEIRA;51403;DEDO DE DEUS QUINTA-FEIRA;RUA ALFARO, S/N,VL RICA,SÃO PAULO
QUINTA-FEIRA;51861;CERET QUINTA-FEIRA;PC DO TRABALHADOR ( CERET ),VILA GOMES CARDIM,SÃO PAULO
SEXTA-FEIRA;60399;SAPOPEMBA SEXTA-FEIRA;RUA GRECCO, S/N,ALTO DA MOOCA,SÃO PAULO
SEXTA-FEIRA;60623;JARDIM ARICANDUVA SEXTA-FEIRA;AV ODILON PIRES, S/N,JD ARICANDUVA,SÃO PAULO
SEXTA-FEIRA;61085;JARDIM IVA SEXTA-FEIRA;RUA ROMILDO FINOZZI, 21,JD IVA,SÃO PAULO
SEXTA-FEIRA;61298;VILA MANCHESTER SEXTA-FEIRA;PC HAROLDO DALTRO, S/N,VL MANCHESTER,SÃO PAULO
SÁBADO;70300;SANTO ESTEVAO SÁBADO;RUA AREIAO, 51,TATUAPE,SÃO PAULO
SÁBADO;70394;VILA ARICANDUVA SÁBADO;RUA FRANCISCA DE PAULA, 278,VL CARRAO,SÃO PAULO
SÁBADO;70432;PRACA MANOEL ARIZA SÁBADO;AV ANTONIO MANOGRASSO, 234,VL FORMOSA,SÃO PAULO
SÁBADO;70599;JARDIM VILA FORMOSA SÁBADO;AV DOM AZEREDO COUTINHO, S/N,JD VL FORMOSA,SÃO PAULO
SÁBADO;70882;VILA CRUZEIRO SÁBADO;RUA MARIA FRANCISCA DO NASCIMENTO, 12,VL CRUZEIRO,SÃO PAULO
SÁBADO;71188;COHAB BARREIRA GRANDE SÁBADO;AV RUFINO FERNANDES INIVARRI, S/N,BARREIRA GRANDE,SÃO PAULO
SÁBADO;72729;AGUIAR DA BEIRA SÁBADO;RUA ANTONIO CALDEIRA,VILA ANTONIETA,SÃO PAULO
DOMINGO;10820;JARDIM ANGELA DOMINGO;RUA MARCELINO COELHO, S/N,JD ANGELA,SÃO PAULO
DOMINGO;10855;JARDIM SAO LUIZ DOMINGO;RUA ARRAIAL DOS COUROS,JD SAO LUIZ,SÃO PAULO
DOMINGO;10944;JARDIM CRIS DOMINGO;RUA ALBINO CORREA DE CAMPOS,VL REMO,SÃO PAULO
DOMINGO;11193;JARDIM RANIERI DOMINGO;RUA MANOEL DA COSTA DANTAS, 5786,JD RANIERI,SÃO PAULO
DOMINGO;11215;CORREGO DOS FREITAS DOMINGO;RUA MARIA BENEDITA RODRIGUES,PQ STO ANTONIO,SÃO PAULO
DOMINGO;11444;JARDIM DAS FLORES DOMINGO;AV INACIO DIAS DA SILVA, S/N,PIRAPORINHA,SÃO PAULO
DOMINGO;12564;CIDADE IPAVA DOMINGO;RUA IMBERE,CIDADE IPAVA,SÃO PAULO
TERÇA-FEIRA;30694;PARQUE SANTO ANTONIO TERÇA-FEIRA;RUA MARIA BENEDITA RODRIGUES, 10,PQ STO ANTONIO,SÃO PAULO
TERÇA-FEIRA;30872;PIRAPORINHA TERÇA-FEIRA;RUA ESTEVAM FERNANDES, S/N,PIRAPORINHA,SÃO PAULO
TERÇA-FEIRA;31011;JARDIM IBIRAPUERA TERÇA-FEIRA;RUA SALGUEIRO DO CAMPO, 110,JD IBIRAPUERA,SÃO PAULO
TERÇA-FEIRA;31062;ALTO DA RIVIEIRA TERÇA-FEIRA;RUA MONS JOAO PEDRO FUSENIG,JD STA GERTRUDES,SÃO PAULO
QUARTA-FEIRA;40819;JARDIM SAO LUIZ QUARTA-FEIRA;RUA ARRAIAL DOS COUROS,JD SAO LUIZ,SÃO PAULO
QUARTA-FEIRA;41408;PARQUE NOVO SANTO AMARO QUARTA-FEIRA;RUA ALBERTO BORGES SOVERAL, S/N,PQ NOVO STO AMARO,SÃO PAULO
QUINTA-FEIRA;50814;JARDIM VAZ DE LIMA QUINTA-FEIRA;RUA LUCA DE MARENZIO,JD VAZ DE LIMA,SÃO PAULO
QUINTA-FEIRA;50849;PARQUE FIGUEIRA GRANDE QUINTA-FEIRA;RUA BELCHIOR FELIX,PQ FIG GRANDE,SÃO PAULO
SEXTA-FEIRA;60810;VILA REMO SEXTA-FEIRA;RUA ITAPAROQUERA,VL REMO,SÃO PAULO
SEXTA-FEIRA;60933;ESTRADA DA MOENDA VELHA SEXTA-FEIRA;ES DA MOENDA VELHA,JD INDEPENDENCIA,SÃO PAULO
SEXTA-FEIRA;60984;VILA SANTA LUCIA SEXTA-FEIRA;RUA CARMELO CALI,VL STA LUCIA,SÃO PAULO
SÁBADO;70700;JARDIM VERGUEIRO SÁBADO;RUA ANTONIO VAZ, S/N,JD VERGUEIRO,SÃO PAULO
SÁBADO;70769;VILA DAS BELEZAS SÁBADO;RUA BERNARDINO ESTAZIONE,VL DAS BELEZAS,SÃO PAULO
SÁBADO;71110;JARDIM IMBE SÁBADO;RUA ERASMUS GRASSER,JD IMBE,SÃO PAULO
SÁBADO;72630;CDHU JARDIM SAO LUIZ-A SÁBADO;RUA ANDRE LENS, 00010,JARDIM SAO LUIZ,SÃO PAULO
SÁBADO;74004;SAO LUIS SÁBADO;RUA JOSE RODRIGUES MACIEL,SAO LUIS,SÃO PAULO
DOMINGO;10928;PARELHEIROS DOMINGO;PC PEDRO ROCHA, S/N,PARELHEIROS,SÃO PAULO
DOMINGO;12467;VILA VARGEM GRANDE II DOMINGO;RUA BEIJA FLOR,VILA VARGEM GRANDE,SÃO PAULO
DOMINGO;12629;JARDIM IPORA DOMINGO;RUA FORTE DO GUARA,PARELHEIROS,SÃO PAULO
TERÇA-FEIRA;31321;JARDIM DOS ALAMOS TERÇA-FEIRA;RUA HENRIQUE ROSCHEL CHRISTI, S/N,JD DOS ALAMOS,SÃO PAULO
QUARTA-FEIRA;41882;RECANTO CAMPO BELO QUARTA-FEIRA;RUA MARIA DA COSTA BEZERRA,PARELHEIROS,SÃO PAULO
QUINTA-FEIRA;51110;BARRO BRANCO QUINTA-FEIRA;RUA MARIO WILCHES, S/N,JD MARIA BORBA,SÃO PAULO
SÁBADO;72338;VILA VARGEM GRANDE I SÁBADO;RUA IPE ROXO,VILA VARGEM GRANDE,SÃO PAULO
SÁBADO;72486;BALNEARIO SAO JOSE SÁBADO;RUA VIRAPURU DO SERTAO,PARELHEIROS,SÃO PAULO
DOMINGO;10294;VILA MORSE DOMINGO;RUA IBIAPABA,VL SONIA,SÃO PAULO
DOMINGO;10480;SAO DOMINGOS DOMINGO;RUA JOSE JOAQUIM SEABRA,VL TIRADENTES,SÃO PAULO
DOMINGO;10740;JARDIM ARPOADOR DOMINGO;RUA ADERBAL STRESSER,JD ARPOADOR,SÃO PAULO
DOMINGO;11142;CONJ RESIDENCIAL DO BUTANTA DOMINGO;RUA LUIS ANTONIO MARTINS, S/N,BUTANTA,SÃO PAULO
DOMINGO;11290;RAPOSO TAVARES DOMINGO;RUA GABRIEL DE CARVALHO,JD BOA VISTA,SÃO PAULO
DOMINGO;11533;VILA REGINA DOMINGO;RUA EDWARD CARMILO, S/N,JD CELESTE,SÃO PAULO
DOMINGO;11932;COHAB RAPOSO TAVARES DOMINGO;RUA CACHOEIRA DO ARREPENDIMENTO, S/N,JD ARPOADOR,SÃO PAULO
TERÇA-FEIRA;30384;CAXINGUI TERÇA-FEIRA;PC ROBERTO GOMES PEDROSA,ESTADIO DO MORUMBI,SÃO PAULO
TERÇA-FEIRA;30392;JARDIM BONFIGLIOLI TERÇA-FEIRA;AV OCTACILIO TOMANIK,RIO PEQUENO,SÃO PAULO
TERÇA-FEIRA;31020;JARDIM PERI PERI TERÇA-FEIRA;RUA PLINIO SALGADO,BUTANTA,SÃO PAULO
TERÇA-FEIRA;31046;JARDIM JOAO XXIII TERÇA-FEIRA;AV VATICANO, 19,JD JOAO XXIII,SÃO PAULO
QUARTA-FEIRA;40126;BIBI QUARTA-FEIRA;PC ROBERTO GOMES PEDROSA, 520,ITAIM BIBI,SÃO PAULO
QUARTA-FEIRA;40304;VILA INDIANA QUARTA-FEIRA;RUA IQUIRIRIM, 496,VL INDIANA,SÃO PAULO
QUARTA-FEIRA;40894;VILA DALVA QUARTA-FEIRA;RUA JORGE WORD, 49,VL DALVA,SÃO PAULO
QUARTA-FEIRA;40967;JARDIM CELESTE QUARTA-FEIRA;RUA EDWARD CARMILLO,JD CELESTE,SÃO PAULO
QUARTA-FEIRA;40975;JARDIM COLOMBO QUARTA-FEIRA;RUA SALOMAO WAIMBERG, 145,JD BONFIGLIOLI,SÃO PAULO
QUINTA-FEIRA;50288;BUTANTA QUINTA-FEIRA;RUA AGOSTINHO CANTU, S/N,BUTANTA,SÃO PAULO
QUINTA-FEIRA;50822;CARAMURU QUINTA-FEIRA;RUA PDE ALARICO ZACARIAS,VL MARIA LUIZA,SÃO PAULO
QUINTA-FEIRA;50881;JARDIM SAO JORGE QUINTA-FEIRA;RUA PROF JOAO DE LORENZO, S/N,JD SAO JORGE,SÃO PAULO
QUINTA-FEIRA;51195;JARDIM GUARAU QUINTA-FEIRA;RUA JERONIMO FERNANDES, S/N,JD GUARAU,SÃO PAULO
QUINTA-FEIRA;51438;FEIRAO DA ECONOMIA REAL PARQUE QUINTA-FEIRA;AV BARAO DE MONTE MOR, S/N,REAL PQ MORUMBI,SÃO PAULO
SEXTA-FEIRA;60348;VILA SONIA SEXTA-FEIRA;AV GAL FRANCISCO MORAZAN,VL SONIA,SÃO PAULO
SEXTA-FEIRA;60585;RIO PEQUENO SEXTA-FEIRA;AV PUJAIS SABATE, S/N,RIO PEQUENO,SÃO PAULO
SEXTA-FEIRA;60828;VILA BORGES SEXTA-FEIRA;RUA ORESTES COLOMBARI,VL BORGES,SÃO PAULO
SEXTA-FEIRA;60852;VILA GOMES SEXTA-FEIRA;RUA PEREIRA DO LAGO,VL GOMES,SÃO PAULO
SEXTA-FEIRA;61042;PORTAL DO MORUMBI SEXTA-FEIRA;RUA ISAAC ALBENIZ,MORUMBI,SÃO PAULO
SÁBADO;70262;CAXINGUI SÁBADO;RUA LADISLAU ROMAN, S/N,CAXINGUI,SÃO PAULO
SÁBADO;70718;MARIO MOURA ANDRADE SÁBADO;AV CLAUDIO FRANCHI, 49,BUTANTA,SÃO PAULO
SÁBADO;70785;AURIFLAMA SÁBADO;RUA DR VIRGILIO ALVIN FRANCO, 10,JD D ABRIL,SÃO PAULO
SÁBADO;70823;VILA BUTANTA SÁBADO;RUA JOSE ALVES DA CUNHA LIMA,RIO PEQUENO,SÃO PAULO
SÁBADO;71048;JARDIM ANTONIA SÁBADO;RUA DR PAULO RIBEIRO COELHO, S/N,JD ANTONIA,SÃO PAULO
SÁBADO;71501;COHAB-EDUCANDARIO SÁBADO;RUA NOVE,EDUCANDARIO COHAB,SÃO PAULO
SÁBADO;71846;JARDIM RAPOSO TAVARES SÁBADO;AV CAXINGUI, S/N,JD RAPOSO TAVARES,SÃO PAULO
SÁBADO;72150;JARDIM ADALGIZA SÁBADO;AV GUSTAVO BERTHIER, S/N,VL DALVA,SÃO PAULO
DOMINGO;10707;PARQUE ARARIBA DOMINGO;RUA FRANCISCO SOARES,PQ REGINA,SÃO PAULO
DOMINGO;10782;CAMPO LIMPO DOMINGO;AV AMADEU DA SILVA SAMELLO, S/N,CAMPO LIMPO,SÃO PAULO
DOMINGO;10880;PARQUE FERNANDA DOMINGO;ES DE ITAPECERICA,PQ FERNANDA,SÃO PAULO
DOMINGO;11150;JARDIM DAS ROSAS DOMINGO;RUA SERRA DOS DOIS IRMAOS, S/N,JD DAS ROSAS,SÃO PAULO
DOMINGO;11185;JARDIM ROSANA DOMINGO;RUA CARLOS NAHAS,JD ROSANA,SÃO PAULO
DOMINGO;11460;JARDIM DO COLEGIO DOMINGO;RUA DR HUMBERTO PASCALE, S/N,JD JANGADEIRO,SÃO PAULO
DOMINGO;11770;COHAB ADVENTISTA II DOMINGO;RUA MODELAR, S/N,CAPAO REDONDO,SÃO PAULO
TERÇA-FEIRA;31003;JARDIM JANGADEIRO TERÇA-FEIRA;RUA ROSARIO SCAMARTI,JD JANGADEIRO,SÃO PAULO
TERÇA-FEIRA;31038;JARDIM ROSANA TERÇA-FEIRA;RUA CARLOS NAHAS,JD ROSANA,SÃO PAULO
QUARTA-FEIRA;40517;CAPAO REDONDO QUARTA-FEIRA;RUA PAULINO VITAL DE MORAES,CAPAO REDONDO,SÃO PAULO
QUARTA-FEIRA;40860;VILA PRELL QUARTA-FEIRA;RUA THEREZA MAIA PINTO, S/N,VL PRELL,SÃO PAULO
QUARTA-FEIRA;41033;JARDIM MACEDONIA QUARTA-FEIRA;RUA AGOSTINHO PAIVA,JD MACEDONIA,SÃO PAULO
QUINTA-FEIRA;50695;CAMPO LIMPO QUINTA-FEIRA;RUA MARTINHO VAZ DE BARROS,CAMPO LIMPO,SÃO PAULO
QUINTA-FEIRA;50733;JARDIM CATANDUVA QUINTA-FEIRA;RUA DR RENATO BUENO NETO,JD CATANDUVA,SÃO PAULO
QUINTA-FEIRA;50890;PARQUE REGINA QUINTA-FEIRA;RUA FRANCISCO SOARES,PQ REGINA,SÃO PAULO
QUINTA-FEIRA;53813;LUISA TODI QUINTA-FEIRA;RUA LUISA TODI,JD IRENE,SÃO PAULO
SEXTA-FEIRA;60739;CAPAO REDONDO SEXTA-FEIRA;AV ATHOS THOMAZ FERRACIO,CAPAO REDONDO,SÃO PAULO
SEXTA-FEIRA;60771;JARDIM UMARIZAL SEXTA-FEIRA;AV ANACE,JD UMARIZAL,SÃO PAULO
SEXTA-FEIRA;61018;JARDIM IPE SEXTA-FEIRA;RUA GASTAO RAUL DE FONTON BOSQUET,JD IPE,SÃO PAULO
SEXTA-FEIRA;61719;PARQUE FERNANDA SEXTA-FEIRA;AV DR SALVADOR ROCCO,PARQUE FERNANDA,SÃO PAULO
SÁBADO;70858;JARDIM MARIA SAMPAIO SÁBADO;RUA ANTONIO VIEGAS DE ATAIDE, S/N,JD MARIA SAMPAIO,SÃO PAULO
SÁBADO;71234;PARAIZOPOLIS SÁBADO;RUA HERBERT SPENCER, S/N,PARAIZOPOLIS,SÃO PAULO
SÁBADO;71340;JARDIM UMUARAMA SÁBADO;RUA ODEMIS,JD UMUARAMA,SÃO PAULO
SÁBADO;72419;JARDIM OLINDA SÁBADO;RUA CARDOSO MOREIRA,JARDIM OLINDA,SÃO PAULO
SÁBADO;72672;BURLE MARX SÁBADO;PQ BURLE MARX,VILA ANDRADE,SÃO PAULO
DOMINGO;10715;PARQUE GRAJAU DOMINGO;RUA JOSE BEZERRA FILHO, 49,PQ GRAJAU,SÃO PAULO
DOMINGO;10804;CIDADE DUTRA DOMINGO;RUA NOSSA SENHORA DO OUTEIRO, S/N,CID DUTRA,SÃO PAULO
DOMINGO;10839;JARDIM IPORANGA DOMINGO;RUA ANTONIO PEREIRA TAQUES, 15,JD PRESIDENTE,SÃO PAULO
DOMINGO;10863;JARDIM SUZANO DOMINGO;AV INACIO CUNHA LEME, 357,JD IPANEMA,SÃO PAULO
DOMINGO;11274;JARDIM TRES CORACOES DOMINGO;RUA BENEDITA MARTINS RAMOS, S/N,JD TRES CORACOES,SÃO PAULO
DOMINGO;11398;AV DAS JABOTICABEIRAS DOMINGO;ES DO CAPOEIRAO, S/N,JD COLONIAL,SÃO PAULO
DOMINGO;11479;COCAIA DOMINGO;AV TRINTA E SETE CONJ FARIA LIMA, S/N,PQ COCAIA,SÃO PAULO
DOMINGO;11614;PQUE AMERICA DOMINGO;RUA BENEDITO MARCELLO, S/N,PQ SAO PAULO,SÃO PAULO
DOMINGO;11746;JD. NOVO HORIZONTE DOMINGO;RUA LUAR DE LAGRIMAS, S/N,JD NOVO HORIZONTE,SÃO PAULO
DOMINGO;12700;JARDIM VARGINHA DOMINGO;RUA RAIMUNDA P DE ALENCAR DA SILVA,JARDIM VARGINHA,SÃO PAULO
TERÇA-FEIRA;30406;JARDIM EDA TERÇA-FEIRA;RUA JOSE ANTUNES CERDEIRA, S/N,PQ AMERICA,SÃO PAULO
TERÇA-FEIRA;30856;VELEIROS TERÇA-FEIRA;RUA DAS PAINEIRAS, S/N,VELEIROS,SÃO PAULO
TERÇA-FEIRA;31135;JARDIM ELIANA TERÇA-FEIRA;RUA AMAZONAS MARCONDES, S/N,COCAIA,SÃO PAULO
QUARTA-FEIRA;40770;VILA SAO BENEDITO QUARTA-FEIRA;RUA JOSE BONIFACIO FILHO,CID DUTRA,SÃO PAULO
QUARTA-FEIRA;40908;BANDEIRANTES QUARTA-FEIRA;PC JOSE SCHUNCH, 325,VL SAO JOSE,SÃO PAULO
QUARTA-FEIRA;40959;VILA NOVA FRIBURGO QUARTA-FEIRA;AV DANTON JOBIM, 131,VL FRIBURGO,SÃO PAULO
QUARTA-FEIRA;41114;RIO PRETO QUARTA-FEIRA;RUA SAO JOSE DO RIO PRETO, 495,GRAJAU,SÃO PAULO
QUARTA-FEIRA;41343;JARDIM S FRANCISCA QUARTA-FEIRA;RUA HENRY LACORDAIRE, S/N,JD STA FRANCISCA,SÃO PAULO
QUARTA-FEIRA;41386;PQUE RESIDENCIAL COCAIA I QUARTA-FEIRA;RUA RUBENS DE OLIVEIRA, S/N,COCAIA,SÃO PAULO
QUINTA-FEIRA;50709;CIDADE DUTRA QUINTA-FEIRA;RUA SAO GUILHERME, 7377,CID DUTRA,SÃO PAULO
QUINTA-FEIRA;50962;JARDIM MIRNA QUINTA-FEIRA;AV CARLOS ALBERTO BASTOS MACHADO, S/N,COCAIA,SÃO PAULO
QUINTA-FEIRA;51160;PARQUE SAO PAULO QUINTA-FEIRA;RUA GAETANO DONIZETTI, S/N,PQ BRASIL,SÃO PAULO
SEXTA-FEIRA;60798;SOCORRO SEXTA-FEIRA;RUA DOS INOCENTES, S/N,SOCORRO,SÃO PAULO
SEXTA-FEIRA;61115;JARDIM DAS IMBUIAS SEXTA-FEIRA;RUA JOSE LUIZ MONTEIRO, S/N,JD IMBUIAS,SÃO PAULO
SÁBADO;70491;JARDIM PRIMAVERA SÁBADO;RUA FRANCISCO BARRETO, 100,JD PRIMAVERA,SÃO PAULO
SÁBADO;70750;SAO JOSE SÁBADO;AV CARLOS OBHERUBER, 325,STO AMARO,SÃO PAULO
SÁBADO;70777;VILA FRIBURGO SÁBADO;AV BERNA, 228,VL FRIBURGO,SÃO PAULO
SÁBADO;70815;CONJ.RES.BRIG.FARIA LIMA SÁBADO;RUA SAO CAETANO DO SUL, 518,GRAJAU,SÃO PAULO
SÁBADO;71145;JARDIM PETRONITA SÁBADO;RUA DR ANTONIO SIMOES DE CARVALHO, S/N,JD SAO BERNARDO,SÃO PAULO
SÁBADO;71323;PARQUE DAS ARVORES SÁBADO;AV DO ARVOREIRO, S/N,CAPELA DO SOCORRO,SÃO PAULO
SÁBADO;71358;PQ RES. COCAIA INDEPENDENTE SÁBADO;AV VER JOSE GOMES MORAES NETO, S/N,PQ RESIDENCIAL,SÃO PAULO
SÁBADO;71447;JARDIM SATELITE SÁBADO;RUA CLAUDIO SERGIO BERE, S/N,JD SATELITE,SÃO PAULO
SÁBADO;71587;JARDIM ALMEIDA PRADO SÁBADO;RUA MARCO AURELIO MARILAN, S/N,JD ALMEIDA PRADO,SÃO PAULO
SÁBADO;72427;VILA NATAL SÁBADO;RUA MARTA MARIA BERNARDES,VILA NATAL,SÃO PAULO
DOMINGO;10197;CHORA MENINO DOMINGO;AV BARUEL, 661,BARUEL,SÃO PAULO
DOMINGO;10200;PARQUE PERUCHE DOMINGO;RUA CARLOS BELMIRO CORREA, 461,PQ PERUCHE,SÃO PAULO
DOMINGO;10219;CANAA DOMINGO;AV EULINA, 318,JD PRIMAVERA,SÃO PAULO
DOMINGO;10278;VILA NOVA CACHOEIRINHA DOMINGO;RUA DOS PATIS, 335,VL BELA VISTA,SÃO PAULO
DOMINGO;11118;VILA PRADO DOMINGO;RUA MARIA ELISA SIQUEIRA, S/N,VL BARBOSA,SÃO PAULO
DOMINGO;11495;JARDIM PERI ALTO DOMINGO;RUA SAO LOURENCO DO SUL, S/N,JD PERI ALTO,SÃO PAULO
DOMINGO;12084;LIMAO DOMINGO;PC ANTONIO FRANCO VELASCO, S/N,LIMAO,SÃO PAULO
DOMINGO;12211;CACHOEIRINHA DOMINGO;RUA CLEUSA MILOCHI, S/N,CACHOEIRINHA,SÃO PAULO
DOMINGO;13609;FREGUESIA DO O DOMINGO;RUA JERONIMO DE ANDRADE,FREGUESIA DO O,SÃO PAULO
TERÇA-FEIRA;30333;JARDIM CARDAMONE TERÇA-FEIRA;RUA WALDOMIRO SILVEIRA, 28,IMIRIM,SÃO PAULO
TERÇA-FEIRA;30716;JARDIM DAS LARANJEIRAS TERÇA-FEIRA;RUA FREDERICO PENTEADO JUNIOR, 11,CASA VERDE,SÃO PAULO
TERÇA-FEIRA;30775;SANTA MARIA TERÇA-FEIRA;RUA TOMAZ ANTONIO VILANE, 417,VL STA MARIA,SÃO PAULO
TERÇA-FEIRA;30813;MARAMBAIA TERÇA-FEIRA;RUA MARAMBAIA, 25,CASA VERDE,SÃO PAULO
TERÇA-FEIRA;31186;JARDIM SANTA CRUZ TERÇA-FEIRA;RUA MONTE SAO MARTINHO, 349,JD STA CRUZ,SÃO PAULO
QUARTA-FEIRA;40185;VILA ESPANHOLA QUARTA-FEIRA;RUA GALILEIA, 430,PQ PERUCHE,SÃO PAULO
QUARTA-FEIRA;40193;VILA CAROLINA QUARTA-FEIRA;RUA ANTONIO MUNHOS BONILHA, 235,VL CAROLINA,SÃO PAULO
QUARTA-FEIRA;40347;VILA CONTINENTAL QUARTA-FEIRA;AV MARIANA CALIGIURI RONCHETTI, 237,VL CONTINENTAL,SÃO PAULO
QUARTA-FEIRA;41165;CASA VERDE ALTA QUARTA-FEIRA;RUA DOM BENTO PICKEL, S/N,CASA VERDE ALTA,SÃO PAULO
QUARTA-FEIRA;41947;PARQUE SOUZA ARANHA QUARTA-FEIRA;RUA MOURAO VIEIRA,PARQUE SOUZA ARANHA,SÃO PAULO
QUINTA-FEIRA;50270;BAIRRO DO LIMAO QUINTA-FEIRA;RUA MADALENA MADUREIRA, 54,CASA VERDE,SÃO PAULO
QUINTA-FEIRA;50377;ROSA DOS VENTOS QUINTA-FEIRA;RUA AUGUSTO GIL, 207,VL NOVA CACHOEIRINHA,SÃO PAULO
