weekday;inscription;name;address
TERÇA-FEIRA;30015;BELA VISTA TERÇA-FEIRA;RUA CARDEAL LEME, S/N,BELA VISTA,SÃO PAULO
TERÇA-FEIRA;30031;CAMBUCI TERÇA-FEIRA;RUA STEFANO, 657,CAMBUCI,SÃO PAULO
TERÇA-FEIRA;30040;SUMARE MODERNA TERÇA-FEIRA;PC CHARLES MULLER, S/N,PACAEMBU,SÃO PAULO
QUARTA-FEIRA;40010;SAO PAULO QUARTA-FEIRA;RUA DR PEDRO SEVERIANO, S/N,LIBERDADE,SÃO PAULO
QUARTA-FEIRA;40029;BATURITE QUARTA-FEIRA;RUA OLIVEIRA PEIXOTO, 79,ACLIMACAO,SÃO PAULO
QUARTA-FEIRA;41351;LIBERDADE/MODERNA QUARTA-FEIRA;RUA PANDIA CALOGERAS, S/N,LIBERDADE,SÃO PAULO
QUINTA-FEIRA;50016;FREI CANECA QUINTA-FEIRA;RUA HERCULANO DE FREITAS, 203,CERQUEIRA CEZAR,SÃO PAULO
QUINTA-FEIRA;50032;TIRADENTES QUINTA-FEIRA;RUA ANTONIO CORUJA, 67,BOM RETIRO,SÃO PAULO
QUINTA-FEIRA;50040;TEODORETO SOUTO QUINTA-FEIRA;RUA TEODORETO SOUTO, 957,CAMBUCI,SÃO PAULO
QUINTA-FEIRA;50091;SUMARE MODERNA QUINTA-FEIRA;PC CHARLES MULLER, S/N,PACAEMBU,SÃO PAULO
QUINTA-FEIRA;51373;PIO XII QUINTA-FEIRA;RUA PIO XII, S/N,BELA VISTA,SÃO PAULO
QUINTA-FEIRA;51624;FORTUNATO QUINTA-FEIRA;RUA MARTIM FRANCISCO, S/N,STA CECILIA,SÃO PAULO
SEXTA-FEIRA;60011;CAMBUCI SEXTA-FEIRA;RUA VITORIO EMANUEL, 312,CAMBUCI,SÃO PAULO
SEXTA-FEIRA;60020;ALCANTARA MACHADO SEXTA-FEIRA;RUA DOM BOSCO, 75,CAMBUCI,SÃO PAULO
SEXTA-FEIRA;60038;MARIA JOSE SEXTA-FEIRA;RUA MARIA JOSE, S/N,BELA VISTA,SÃO PAULO
SEXTA-FEIRA;60054;ANGELICA SEXTA-FEIRA;RUA MATO GROSSO, S/N,CONSOLACAO,SÃO PAULO
SEXTA-FEIRA;60089;PACAEMBU SEXTA-FEIRA;PC CHARLES MULLER, S/N,PACAEMBU,SÃO PAULO
SEXTA-FEIRA;60097;PERDIZES SEXTA-FEIRA;RUA CAMARAGIBE, 122,STA CECILIA,SÃO PAULO
SÁBADO;70025;ACLIMACAO SÁBADO;RUA LOUREIRO DA CRUZ, 1,ACLIMACAO,SÃO PAULO
SÁBADO;70041;VITORINO CAMILO SÁBADO;RUA ADOLFO GORDO, 29,BARRA FUNDA,SÃO PAULO
SÁBADO;70050;BOM RETIRO SÁBADO;RUA JARAGUA, S/N,BOM RETIRO,SÃO PAULO
SÁBADO;70629;SUMARE MODERNA SÁBADO;PC CHARLES MULLER, S/N,PACAEMBU,SÃO PAULO
SÁBADO;71471;LIBERDADE SÁBADO;RUA TAGUA, S/N,LIBERDADE,SÃO PAULO
SÁBADO;71625;PAMPLONA SÁBADO;AL RIO CLARO, S/N,CERQUEIRA CEZAR,SÃO PAULO
SÁBADO;72443;MERCADO CENTRAL ORGANICO SÁBADO;RUA CANTAREIRA,CENTRO,SÃO PAULO
DOMINGO;10456;SAO MATHEUS DOMINGO;RUA JOAQUIM GOUVEIA FRANCO, 173,CID SAO MATHEUS,SÃO PAULO
DOMINGO;11061;JARDIM ROSELI DOMINGO;RUA LUIZA DE JESUS FERREIRA, 30,JD ROSELI,SÃO PAULO
DOMINGO;11100;JARDIM PARAGUASSU DOMINGO;RUA DOURADOQUARA, S/N,JD PARAGUASSU,SÃO PAULO
DOMINGO;11312;OURO FINO DOMINGO;RUA LEONOR DE SIQUEIRA, 6,JD VERA CRUZ,SÃO PAULO
DOMINGO;11940;JARDIM VILA CARRAO I DOMINGO;AV BASSANO DEL GRAPA, S/N,JD VL CARRAO,SÃO PAULO
DOMINGO;12157;JARDIM SAO FRANCISCO DOMINGO;RUA MORRO DAS PEDRAS, S/N,JD SAO FRANCISCO,SÃO PAULO
DOMINGO;12670;CDHU JARDIM IGUATEMI DOMINGO;AV PONTE DA AMIZADE,JARDIM IGUATEMI,SÃO PAULO
TERÇA-FEIRA;30937;JARDIM ESTER TERÇA-FEIRA;AV MENDONCA E VASCONCELOS, 108,JD ESTER,SÃO PAULO
TERÇA-FEIRA;31070;RIBEIRAO DAS PEDRAS TERÇA-FEIRA;RUA ANGELO DE CANDIA, 359,JD NOVE DE JULHO,SÃO PAULO
TERÇA-FEIRA;31348;SANTA ADELIA TERÇA-FEIRA;RUA CACHOEIRA DE MINAS, S/N,JD STA ADELIA,SÃO PAULO
TERÇA-FEIRA;31496;SAO MATEUS TERÇA-FEIRA;RUA SERITINGA, S/N,SAO MATEUS,SÃO PAULO
TERÇA-FEIRA;31550;JARDIM AUGUSTO TERÇA-FEIRA;RUA HELIODORO PAIVA, 00S/N,JARD M AUGUSTO,SÃO PAULO
TERÇA-FEIRA;31577;JARDIM SANTO ANDRE TERÇA-FEIRA;RUA AFONSO FURTADO DE CASTRO,JARDIM SANTO ANDRE,SÃO PAULO
TERÇA-FEIRA;31623;JARDIM VERA CRUZ NOTURNA TERÇA-FEIRA;AV SAPOPEMBA,SAO MATEUS,SÃO PAULO
TERÇA-FEIRA;34010;VENEZA DO AMOR TERÇA-FEIRA;TV VENEZA DO AMOR, S/N,JD SAO JOSE,SÃO PAULO
QUARTA-FEIRA;40711;MARIA CURSI QUARTA-FEIRA;RUA DOMIZIANO ROSSI, 587,SAO MATEUS,SÃO PAULO
QUARTA-FEIRA;40932;JARDIM VERA CRUZ QUARTA-FEIRA;RUA PIRES CALEIRO, 205,JD VERA CRUZ,SÃO PAULO
QUARTA-FEIRA;40983;SAO RAFAEL QUARTA-FEIRA;RUA BENTO DO AMARAL DA SILVA, 14,PQ SAO RAFAEL,SÃO PAULO
QUARTA-FEIRA;41220;ENGENHO NOVO QUARTA-FEIRA;AV ENGENHO NOVO, S/N,JD TIETE,SÃO PAULO
QUARTA-FEIRA;41629;CIDADE SATELITE QUARTA-FEIRA;RUA PHOBUS, S/N,JD STA BARBARA,SÃO PAULO
QUINTA-FEIRA;50580;VILA IV CENTENARIO QUINTA-FEIRA;AV OURO VERDE DE MINAS,VL IV CENTENARIO,SÃO PAULO
QUINTA-FEIRA;51250;JARDIM IGUATEMI QUINTA-FEIRA;RUA CUBAS DE MENDONCA, S/N,JD IGUATEMI,SÃO PAULO
QUINTA-FEIRA;51632;CIDADE SAO MATEUS QUINTA-FEIRA;RUA MARIA LUIZA DO VAL PENTEADO, S/N,CID SAO MATEUS,SÃO PAULO
QUINTA-FEIRA;51705;JARDIM VILA NOVA CARRAO QUINTA-FEIRA;AV MARIANA DE SOUZA GUERRA, S/N,JD VL NOVA CARRAO,SÃO PAULO
QUINTA-FEIRA;51713;JD.BOA ESPERANCA QUINTA-FEIRA;RUA IGUPIARA, S/N,JD BOA ESPERANCA,SÃO PAULO
QUINTA-FEIRA;51829;SAO MATEUS QUINTA-FEIRA;RUA MINISTRO LUIZ SPARANO,JARDIM SANTA ADELIA,SÃO PAULO
SEXTA-FEIRA;60526;JARDIM SANTA ADELIA SEXTA-FEIRA;RUA URSA MENOR, 286,JD STA ADELIA,SÃO PAULO
SEXTA-FEIRA;61000;MATEO BEI SEXTA-FEIRA;RUA OSVALDO NEVOLA, S/N,SAO MATHEUS,SÃO PAULO
SEXTA-FEIRA;61557;JARDIM NOVE DE JULHO SEXTA-FEIRA;RUA DAS CAPITANIAS, S/N,JD NOVE DE JULHO,SÃO PAULO
SÁBADO;70661;PARQUE SAO RAFAEL SÁBADO;RUA JOAO DO CANTO E MELO, 671,PQ SAO RAFAEL,SÃO PAULO
SÁBADO;70831;PARQUE BOA ESPERANCA SÁBADO;RUA DIOGO GARCIA, 283,JD PLANALTO,SÃO PAULO
SÁBADO;71005;JARDIM SANTO ANDRE SÁBADO;RUA DUARTE TEIXEIRA CHAVES, S/N,JD STO ANDRE,SÃO PAULO
SÁBADO;72095;JARDIM DAS LARANJEIRAS SÁBADO;RUA MARIA GARCIA BETIM, S/N,JD DAS LARANJEIRAS,SÃO PAULO
SÁBADO;72567;JARDIM SANTA ADELIA SÁBADO;RUA CACHOEIRA DE MINAS,SAO MATEUS,SÃO PAULO
SÁBADO;72699;FEIRA DA AGRICULTURA LIMPA SÁBADO;AV AFONSO PENTEADO, 00055,PQ DO CARMO,SÃO PAULO
SÁBADO;72702;FEIRA DA ECONOMIA SOLIDARIA SÁBADO;AV MATEO BEI, 03164,SAO MATEUS,SÃO PAULO
DOMINGO;10103;GUANABARA DOMINGO;RUA CEL OSCAR PORTO, 629,PARAISO,SÃO PAULO
DOMINGO;10170;INDIANOPOLIS DOMINGO;AV LAVANDISCA, 644,MOEMA,SÃO PAULO
DOMINGO;10286;BOSQUE DOMINGO;RUA CARNEIRO DA CUNHA, S/N,VL DA SAUDE,SÃO PAULO
DOMINGO;10421;JORGE TIBIRICA DOMINGO;RUA JUREIA, S/N,STA CRUZ,SÃO PAULO
DOMINGO;10588;DR BACELAR DOMINGO;RUA DRA NEYDE APPARECIDA SOLLITO, S/N,VL CLEMENTINO,SÃO PAULO
TERÇA-FEIRA;30058;ACLIMACAO TERÇA-FEIRA;RUA GUIMARAES PASSOS, 304,ACLIMACAO,SÃO PAULO
TERÇA-FEIRA;30090;IBIRAPUERA TERÇA-FEIRA;RUA JOINVILLE, 323,IBIRAPUERA,SÃO PAULO
TERÇA-FEIRA;30171;VILA NOVA CONCEICAO TERÇA-FEIRA;RUA MARCOS LOPES, 345,VL NOVA CONCEICAO,SÃO PAULO
TERÇA-FEIRA;30180;MIRANDOPOLIS TERÇA-FEIRA;RUA AFONSO CELSO, 1426,VL MARIANA,SÃO PAULO
TERÇA-FEIRA;30201;BARTIRA TERÇA-FEIRA;AL DOS ARAES, 1758,PLANALTO PAULISTA,SÃO PAULO
TERÇA-FEIRA;30210;PLANALTO PAULISTA TERÇA-FEIRA;AV JOSE MARIA WITAKER, 1121,PLANALTO PAULISTA,SÃO PAULO
TERÇA-FEIRA;30228;IBITURUNA TERÇA-FEIRA;RUA PARACATU, 1053,SAO JUDAS,SÃO PAULO
TERÇA-FEIRA;31453;CHACARA KLABIM TERÇA-FEIRA;RUA VOLTAIRE, S/N,JD VL MARIANA,SÃO PAULO
QUARTA-FEIRA;40070;JARDIM DA GLORIA QUARTA-FEIRA;RUA PROFESSOR MACEDO SOARES, 276,JD DA GLORIA,SÃO PAULO
QUARTA-FEIRA;40088;AMBROSINA QUARTA-FEIRA;RUA ECA DE QUEIROZ, 374,VL MARIANA,SÃO PAULO
QUARTA-FEIRA;40240;PAVAO QUARTA-FEIRA;AV BENTEVI, 104,INDIANOPOLIS,SÃO PAULO
QUARTA-FEIRA;40460;INDIANOPOLIS QUARTA-FEIRA;AL AGOSTINHO RODRIGUES FILHO, 363,V L MARIANA,SÃO PAULO
QUARTA-FEIRA;41009;IMIGRANTES QUARTA-FEIRA;RUA MAJOR FREIRE, 565,JABAQUARA,SÃO PAULO
QUARTA-FEIRA;41548;PRACA DA ARVORE QUARTA-FEIRA;RUA CARAMURU, S/N,BOSQUE DA SAUDE,SÃO PAULO
QUINTA-FEIRA;50121;VILA CLEMENTINO QUINTA-FEIRA;RUA CEL LISBOA, S/N,PLANALTO PAULISTA,SÃO PAULO
QUINTA-FEIRA;50318;JABAQUARA QUINTA-FEIRA;AV CECI, S/N,PLANALTO PAULISTA,SÃO PAULO
SEXTA-FEIRA;60070;ALCINO BRAGA SEXTA-FEIRA;RUA ALCINO BRAGA, 219,PARAISO,SÃO PAULO
SEXTA-FEIRA;60100;ANDRE BOTELHO SEXTA-FEIRA;RUA MARIZ E BARROS, 316,ACLIMACAO,SÃO PAULO
SEXTA-FEIRA;60135;GANDAVO SEXTA-FEIRA;RUA GANDAVO, S/N,VL MARIANA,SÃO PAULO
SEXTA-FEIRA;60178;ALTINO ARANTES SEXTA-FEIRA;RUA JOSE MARIA WITAKER, S/N,SAUDE,SÃO PAULO
SEXTA-FEIRA;60267;VILA HELENA SEXTA-FEIRA;AL DOS ANAPURUS, S/N,VL HELENA,SÃO PAULO
SEXTA-FEIRA;60488;VERGUEIRO SEXTA-FEIRA;RUA CONCEICAO VELOSO, S/N,VL MARIANA,SÃO PAULO
SEXTA-FEIRA;61417;FEIRAO DA ECONOMIA DE MOEMA SEXTA-FEIRA;TV JORNALISTA OTAVIO MUNIZ, S/N,MOEMA,SÃO PAULO
SEXTA-FEIRA;63509;ACLIMACAO SEXTA-FEIRA;RUA ENG LUIZ GOMES,ACLIMACAO,SÃO PAULO
SÁBADO;70068;JOAQUIM TAVORA SÁBADO;RUA FRANCA PINTO, S/N,VL MARIANA,SÃO PAULO
SÁBADO;70483;IRERE SÁBADO;AV JOSE MARIA WITAKER, S/N,VL CLEMENTINO,SÃO PAULO
SÁBADO;70670;REPUBLICA DO LIBANO SÁBADO;RUA DIOGO JACOME, 291,IBIRAPUERA,SÃO PAULO
SÁBADO;71269;PRACA DA ARVORE SÁBADO;RUA GUIRATINGA, S/N,CHAC INGLESA,SÃO PAULO
SÁBADO;71439;PLANALTO PAULISTA II SÁBADO;AV JOSE MARIA WITAKER, S/N,PLANALTO PAULISTA,SÃO PAULO
SÁBADO;71480;BRIGADEIRO SÁBADO;RUA CHRIS TRONBJERG, S/N,PARAISO,SÃO PAULO
SÁBADO;72710;PARQUE IBIRAPUERA SÁBADO;PC EISENHOWER,FAZENDA JUTA,SÃO PAULO
DOMINGO;10243;VILA MEDEIROS DOMINGO;RUA ATALIBA VIEIRA, 223,MEDEIROS,SÃO PAULO
DOMINGO;10251;ALTO DE VILA MARIA DOMINGO;RUA KANEDA, 304,JD JAPAO,SÃO PAULO
DOMINGO;10600;CRISTOVAM LINS DOMINGO;RUA LUCIANO BROINIZZI, 191,VL EDE,SÃO PAULO
DOMINGO;11525;COHAB FERNAO DIAS DOMINGO;RUA COMBATE LAGOA BRANCA,VL SABRINA,SÃO PAULO
DOMINGO;12602;CENTER NORTE DOMINGO;RUA ANNA PAPINI GUARANHA,CARANDIRU,SÃO PAULO
TERÇA-FEIRA;30147;VILA GUILHERME TERÇA-FEIRA;RUA ALFREDO MARIO PIZZOTTI, 370,VL GUILHERME,SÃO PAULO
TERÇA-FEIRA;30252;VILA MAZZEI TERÇA-FEIRA;RUA QUEDAS, 567,VL MAZZEI,SÃO PAULO
TERÇA-FEIRA;30260;VILA MUNHOZ TERÇA-FEIRA;PC OSCAR DA SILVA, 394,VL GUILHERME,SÃO PAULO
TERÇA-FEIRA;30295;VILA BOSCHETTI TERÇA-FEIRA;AV BOSCHETTI, 234,VL GUSTAVO,SÃO PAULO
TERÇA-FEIRA;30309;PRACA VISTA ALEGRE TERÇA-FEIRA;AV BENEDITO ESTEVAO DOS SANTOS, 1227,VL MARIA,SÃO PAULO
QUARTA-FEIRA;40266;PRACA NIPON QUARTA-FEIRA;RUA OSAKA, 848,JD JAPAO,SÃO PAULO
QUARTA-FEIRA;40312;VILA MARIA QUARTA-FEIRA;RUA MOREIRA DE VASCONCELOS, 196,VL MARIA,SÃO PAULO
QUARTA-FEIRA;40673;CENTRAL QUARTA-FEIRA;RUA ANTENOR NAVARRO, 414,JD BRASIL,SÃO PAULO
QUARTA-FEIRA;41840;VILA ELISA QUARTA-FEIRA;RUA DOS GUARINOS,VILA ELISA,SÃO PAULO
QUINTA-FEIRA;50237;JACUNA QUINTA-FEIRA;RUA GUARACININGA, 193,VL GUILHERME,SÃO PAULO
QUINTA-FEIRA;50245;VILA PAIVA QUINTA-FEIRA;RUA CATAPARA, 207,VL GUILHERME,SÃO PAULO
QUINTA-FEIRA;50474;PRACA 57 QUINTA-FEIRA;AV ALBERTO BYINGTON, 496,VL MARIA,SÃO PAULO
QUINTA-FEIRA;50610;SANTO ELISIO QUINTA-FEIRA;RUA SOLD JOSE VICENTE DE PAULA, 196,VL MARIA,SÃO PAULO
QUINTA-FEIRA;51330;VILA ALEGRIA QUINTA-FEIRA;AV ROLAND GARROS,VL EDE,SÃO PAULO
QUINTA-FEIRA;51543;VILA MEDEIROS QUINTA-FEIRA;RUA GEOLANDIA, S/N,VL MEDEIROS,SÃO PAULO
SEXTA-FEIRA;60143;VILA ELZA SEXTA-FEIRA;RUA ANDARAI, 755,VL MARIA,SÃO PAULO
SEXTA-FEIRA;60232;GUARINOS SEXTA-FEIRA;RUA SANTO ANTONIO DE LISBOA, 543,VL EDE,SÃO PAULO
SEXTA-FEIRA;60410;VILA SABRINA SEXTA-FEIRA;RUA GEOLANDIA, 1236A,VL SABRINA,SÃO PAULO
SEXTA-FEIRA;63703;VILA MARIA SEXTA-FEIRA;PC GOMES FIGUEIREDO,VILA MARIA,SÃO PAULO
SÁBADO;70122;VILA GUILHERME SÁBADO;RUA MARIETA DA SILVA, 112,VL GUILHERME,SÃO PAULO
SÁBADO;70130;VILA MARIA SÁBADO;RUA ARARITAGUABA, 454,VL MARIA BAIXA,SÃO PAULO
SÁBADO;70220;VILA MEDEIROS SÁBADO;RUA SANTA FE DO SUL, 288,VL MARIA,SÃO PAULO
SÁBADO;70459;JARDIM BRASIL SÁBADO;RUA PAULINO DE BRITO, 770,JD BRASIL,SÃO PAULO
SÁBADO;70475;PARQUE NOVO MUNDO SÁBADO;AL SUB TENENTE FRANCISCO HIERRO, 351,PQ NOVO MUNDO,SÃO PAULO
DOMINGO;10120;VILA PRUDENTE DOMINGO;RUA JOSE ZAPPI,VL PRUDENTE,SÃO PAULO
DOMINGO;10162;VILA ALPINA DOMINGO;RUA DR VICENTE GIACAGLINI,VL BELA,SÃO PAULO
DOMINGO;10332;PARQUE SAO LUCAS DOMINGO;RUA CARLOS CESAR, S/N,VL DIVINA PASTORA,SÃO PAULO
DOMINGO;10502;TOLSTOI DOMINGO;RUA DR TOLSTOI DE CARVALHO,SAPOPEMBA,SÃO PAULO
DOMINGO;10758;PARQUE SANTA MADALENA DOMINGO;RUA ALM OTACILIO CUNHA,PQ STA MADALENA,SÃO PAULO
DOMINGO;10952;JARDIM ELBA DOMINGO;RUA TOME DA ROCHA, 31,JD ELBA,SÃO PAULO
DOMINGO;11550;COHAB SAPOPEMBA I DOMINGO;AV ARQUITETO VL NOVA ARTIGAS, S/N,SAPOPEMBA,SÃO PAULO
DOMINGO;12378;JARDIM NOVA SAPOPEMBA DOMINGO;RUA CARLO COCCIA,JD NOVA SAPOPEMBA,SÃO PAULO
TERÇA-FEIRA;30562;FLOR DO MORRO TERÇA-FEIRA;RUA CATUABA, 317,VL ALPINA,SÃO PAULO
TERÇA-FEIRA;30570;JARDIM TIALHA TERÇA-FEIRA;RUA PINTO DA LUZ, 329,JD TIALHA,SÃO PAULO
TERÇA-FEIRA;30619;PARQUE SAO LUCAS TERÇA-FEIRA;RUA DOMINGOS PIRES BRITO, S/N,PQ SAO LUCAS,SÃO PAULO
TERÇA-FEIRA;30805;COLORADO TERÇA-FEIRA;RUA PEDRO VITORATO, 474,JD COLORADO,SÃO PAULO
TERÇA-FEIRA;30970;JARDIM PLANALTO TERÇA-FEIRA;RUA RIO HIPIAUGUI, 150,JD PLANALTO,SÃO PAULO
TERÇA-FEIRA;31127;JARDIM SAPOPEMBA TERÇA-FEIRA;RUA JOAO LOPES DE LIMA, 300,JD SAPOPEMBA,SÃO PAULO
QUARTA-FEIRA;40452;PRACA SANTA HELENA QUARTA-FEIRA;RUA JOSE DOS REIS, 909,VL ZELINA,SÃO PAULO
QUARTA-FEIRA;40479;VILA BELA QUARTA-FEIRA;RUA PITINGA, 396,VL BELA,SÃO PAULO
QUARTA-FEIRA;40606;ANA CLARA QUARTA-FEIRA;RUA PASCOAL RANIERI MAZILI, 650,VL ANA CLARA,SÃO PAULO
QUARTA-FEIRA;40649;VILA EMA QUARTA-FEIRA;RUA PDE PEDRO MAGNONI, 511,VL EMA,SÃO PAULO
QUARTA-FEIRA;40843;PAULICEIA QUARTA-FEIRA;RUA HILEIA AMAZONICA, 420,JD GUAIRACA,SÃO PAULO
QUARTA-FEIRA;41190;INDEPENDENCIA QUARTA-FEIRA;RUA ERNESTO DOS SANTOS, S/N,JD INDEPENDENCIA,SÃO PAULO
QUARTA-FEIRA;41238;COHAB SAPOPEMBA QUARTA-FEIRA;RUA WALTER RUMMEL,SAPOPEMBA,SÃO PAULO
QUARTA-FEIRA;44008;SAPOPEMBA QUARTA-FEIRA;RUA ADUTORA DO RIO CLARO,VILA REGENTE FEIJO,SÃO PAULO
QUARTA-FEIRA;44016;FAZENDA DA JUTA QUARTA-FEIRA;AV TRES CRUZAMENTOS,FAZENDA JUTA,SÃO PAULO
QUINTA-FEIRA;50350;PARQUE SAO LUCAS QUINTA-FEIRA;RUA DR JOSE CASSIO SOARES, 521,PQ SAO LUCAS,SÃO PAULO
QUINTA-FEIRA;50490;VILA CALIFORNIA QUINTA-FEIRA;AV MATA MACHADO,VL CALIFORNIA,SÃO PAULO
QUINTA-FEIRA;50563;VILA DIVA QUINTA-FEIRA;RUA SOLIDONIO LEITE, 131,VL DIVA,SÃO PAULO
QUINTA-FEIRA;50636;SAPOPEMBA QUINTA-FEIRA;RUA GAL PORFIRIO DA PAZ, 371,JD GRIMALDI,SÃO PAULO
QUINTA-FEIRA;50792;MASCARENHAS DE MORAES QUINTA-FEIRA;RUA TTE GODOFREDO CERQUEIRA LEITE, 213,JD SAPOPEMBA,SÃO PAULO
QUINTA-FEIRA;50997;RIO CLARO QUINTA-FEIRA;AV LOURIVAL FONTES, 342,JD PLANALTO,SÃO PAULO
QUINTA-FEIRA;51187;SERRA DE CAPIVARUCU QUINTA-FEIRA;RUA AGUIAS REAIS, S/N,JD ELBA,SÃO PAULO
SEXTA-FEIRA;60356;VILA CELESTE SEXTA-FEIRA;RUA PIANCO, 219,VL CELESTE,SÃO PAULO
SEXTA-FEIRA;60380;VILA ZELINA SEXTA-FEIRA;RUA INHAGAPI, 275,VL ZELINA,SÃO PAULO
SEXTA-FEIRA;60518;VILA GUARANI SEXTA-FEIRA;RUA JOAO RODRIGUES PIRES, 680,VL GUARANI,SÃO PAULO
SEXTA-FEIRA;60607;JARDIM INDEPENDENCIA SEXTA-FEIRA;RUA SECUNDINO DOMINGUES, 770,VL PRUDENTE,SÃO PAULO
SEXTA-FEIRA;60917;AMAZONIA SEXTA-FEIRA;RUA NUBIA,VL TOLSTOI,SÃO PAULO
SEXTA-FEIRA;60950;MARIA TEREZA SEXTA-FEIRA;RUA SERRA DE ITABAIANA, 87,PQ STA MADALENA,SÃO PAULO
SEXTA-FEIRA;61140;IGUACU SEXTA-FEIRA;RUA JOSE DOMINGUES DE PONTES, 5,JD ANGELA,SÃO PAULO
SÁBADO;70157;QUINTA DAS PAINEIRAS SÁBADO;RUA SAO LUIS DO PARAITINGA, 24,VL ZELINA,SÃO PAULO
SÁBADO;70297;VILA BELEM SÁBADO;RUA ADUTORA DO RIO CLARO, 307,SAPOPEMBA,SÃO PAULO
SÁBADO;70416;VILA REUNIDAS SÁBADO;AV MORAIS COSTA, 1050,VL REUNIDAS,SÃO PAULO
SÁBADO;70904;JARDIM GRIMALDI SÁBADO;RUA JOSE JOAQUIM, 253,JD GRIMALDI,SÃO PAULO
SÁBADO;71080;FAZENDA DA JUTA SÁBADO;RUA VICTORIA MARCONATO ZONTA, 5,JD SAPOPEMBA,SÃO PAULO
SÁBADO;71137;VILA PAULO SILAS SÁBADO;RUA ANTONIO FONTOURA XAVIER,VL PAULO SILAS,SÃO PAULO
SÁBADO;71331;COHAB SAPOPEMBA I SÁBADO;RUA FELICI TOSI, S/N,SAPOPEMBA,SÃO PAULO
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;